query,url,title,snippet,domain,crawl_date
"""BP営業"" ""粗利"" ""%""",https://x.com/rasuku_net_com/status/2021769576435068979,"【SES業務委託エージェント募集】 月間案件数 40,000件 登録 ...",・提案は毎月大量に入ります ・契約事務は総務が対応 ・請求処理もバックオフィス完備 営業は “つなぐこと” に集中。 ⸻ 報酬設計（売上総利益ベース） 例） 単価60万 − 要員50万 ＝ 売上総利益 10万円 この粗利に対して 段階報酬を適用します。 G1：〜100万 → 10% G2：100〜200万 → 15% G3：200〜300万 → 20% G4：300〜600万 → 25% G5：600万以上 → 30% ⸻ モデルケース 月間売上総利益 50万円（最低目標） → 年間600万円 G5到達で 報酬 180万円／年 本気でやれば 副業レベルではなく 事業レベルになります。,x.com,2026-07-02
"""BP営業"" ""粗利"" ""%""",https://91agent.jp,SES営業代行 by 91works | SES企業のための営業支援サービス,当社の営業代行サービスは、パートナー営業と異なり、貴社の要員として直接エンドクライアントに営業活動を行います。 商流に介在する中間業者がいないため、高い成約率と利益率を実現します。 各要員の技術スキル、経験、希望条件などを詳細に確認します。 これにより、最適な案件とのマッチングが可能になります。 収集した要員情報を、91worksが保有する2000社以上の顧客リストに対して効果的に配信します。 多様な業界とのネットワークを活用し、マッチング率の向上を図ります。 クライアントから寄せられた案件に対し、最適な要員を迅速かつ的確に提案します。 要員のスキルと案件のニーズを綿密にマッチングします。 質問対応、面談日時の調整、単価交渉など、成約までの一連のプロセスをトータルでサポートします。,91agent.jp,2026-07-02
"""BP営業"" ""粗利"" ""%""",https://jp.indeed.com/q-ses-%e5%96%b6%e6%a5%ad%e5%89%af%e6%a5%ad-%e6%b1%82%e4%ba%ba.html,Ses 営業副業の求人 | Indeed (インディード),"Ses 営業副業の求人は5,786件あります。営業, It営業, 技術者などの仕事・転職・アルバイト情報もまとめて検索。 ・SES営業経験者（未経験の場合は、立ち上がりに時間を使える方） ・顧客や人材と円滑なコミュニケーションがとれる方 ・オンラインMTG環境が整っている方（PCや通信環境や静かな ...",jp.indeed.com,2026-07-02
"""BP営業"" ""粗利"" ""%""",https://next.rikunabi.com/viewjob/jka5fcd5d5fb5ca70f,株式会社エムアイメイズ 自社採用の求人情報／リクナビNEXT,年俸240万円～2000万円 給与: 粗利連動型の高インセンティブ 「最初の3ヶ月は前職給与を考慮。 4ヶ月目からは、あなたの『真の価値』を年収で証明してください。 」 「フルコミッションに近い環境で稼ぎたい。 でも、転職直後の生活は不安だ……」 そんな有能な営業職のジレンマを解消するため、【3ヶ月間の前職給与考慮】制度を導入しています。 リスクを抑えてスタートし、早期に「粗利25％還元」の波に乗ってください。 担当エンジニアが長期稼働するほど、あなたのベース月収は上がり続けます。,next.rikunabi.com,2026-07-02
"""BP営業"" ""粗利"" ""%""",https://xn--pckua2a7gp15o89zb.com/SES-%E5%96%B6%E6%A5%AD%E3%81%AE%E4%BB%95%E4%BA%8B-%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A4%A7%E9%98%AA%E5%B8%82,SES 営業の転職・求人情報 - 大阪府 大阪市｜求人ボックス,"大阪府大阪市のSES 営業の求人は6,125件あります。【顧客満足度No.1】求人ボックスは毎日更新！エンジニア・ルート営業といった仕事・転職・採用情報もまとめて検索。給与や勤務地、こだわりからあなたにぴったりの最新求人が見つかる！",xn--pckua2a7gp15o89zb.com,2026-07-02
"""BP営業"" ""粗利"" ""%""",https://next.rikunabi.com/kwses%89c%8B%C6+%83t%83%8B%83%8A%83%82%81%255B%83g,【ses営業 フルリモート】を含む求人・転職情報 - リクナビNEXT,【ses営業 フルリモート】を含む求人・転職情報一覧ページです。リクルートが運営する求人サイトで、あなたに合った求人を見つけよう！【リクナビNEXT】は、求人情報はもちろん、スカウト機能や転職のノウハウなどお役立ちコンテンツで、あなたの転職活動をサポートする転職サイトです。,next.rikunabi.com,2026-07-02
"""BP営業"" ""粗利"" ""%""",https://www.hellowork.careers/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE+%EF%BC%B3%EF%BC%A5%EF%BC%B3%E9%96%A2%E9%80%A3%E3%81%AE%E3%83%8F%E3%83%AD%E3%83%BC%E3%83%AF%E3%83%BC%E3%82%AF%E6%B1%82%E4%BA%BA,株式会社 SESの求人 | ハローワークの求人を検索,歩合 粗利額のMAX80～50%を月単位で支払い。 - 業務委託・フリーランス. 業務内容は、＜人材の発掘・確保⇒顧客との打合せ⇒提案活動⇒面談設定⇒商談の成約⇒契約関連の事務処理⇒稼働人材のサポート＞となりますが、経験や希望に応じて、業務範囲を限定することや支援・サポートを受けることも可能です。 不安な点は相談しながら進めることが可能です。 ... ★IT未経験歓迎！ 客先常駐を中心として、受託案件で上流工程から下流工程まで幅広く挑戦できる★. 現在は多数のエンジニアやプログラマーが在籍中です。 新たにSESとして一緒に働く仲間を大募集中！ 未経験から経験のあるベテラン層の方まで幅広く出会い...,hellowork.careers,2026-07-02
"""BP営業"" ""粗利"" ""%""",https://hrmos.co/pages/estyle-saiyo/jobs,株式会社エスタイル,業務内容 事業会社および大手SIerを主顧客とする弊社の営業組織において、 上流から、既存の営業組織を「強く・再現性のある・勝てる組織」へ変革し、売上・粗利・受注率の最大化に取り組んでいただきます。,hrmos.co,2026-07-02
"""IT人材営業"" ""粗利"" ""インセンティブ""",http://www.atmarkit.co.jp,＠IT - アットマーク・アイティ,プロフェッショナルなIT技術者・管理者のためのコンテンツとコミュニティ満載の問題解決サイト。製品や技術に関する高度な解説記事や、掲示板、質問コーナーなど。,atmarkit.co.jp,2026-07-02
"""IT人材営業"" ""粗利"" ""インセンティブ""",https://nabutan.com/what-is-it,ITとは？意味や読み方を初心者向けにわかりやすく解説 | IT用語 ...,ITとは何かを初心者向けにわかりやすく解説。ITの意味や読み方、何の略か、身近な例、ITリテラシー、IT業界、IT企業、ITエンジニア、ITインフラ、ITパスポートまでやさしく紹介します。,nabutan.com,2026-07-02
"""IT人材営業"" ""粗利"" ""インセンティブ""",https://www.itmedia.co.jp,IT総合情報ポータル「ITmedia」Home,・ AIで太陽光発電所適地を選定 スタートアップ代表の堀圭佑さん 挑戦するなら早いほうが TOKYOまち・ひと物語 ・ 「パブリッククラウド支出の25 ...,itmedia.co.jp,2026-07-02
"""IT人材営業"" ""粗利"" ""インセンティブ""",https://atmarkit.itmedia.co.jp,ITエキスパートのための問題解決メディア - ＠IT,プロフェッショナルなIT技術者・管理者のためのコンテンツとコミュニティ満載の問題解決サイト。製品や技術に関する高度な解説記事や、掲示板、質問コーナーなど。,atmarkit.itmedia.co.jp,2026-07-02
"""IT人材営業"" ""粗利"" ""インセンティブ""",https://dx-consultant.co.jp/it-overview,ITってそもそも何？概要や具体的な種類、IT企業やITエンジニア ...,本記事ではITがそもそも何なのか、ICTやDX化との違い、主要なIT企業について解説します。 最後には「生成AI」などトレンド性の高いIT用語についても解説するので最後までご覧ください。 当たり前のようにITやDXといった言葉を使っているけれど、それらの違いや具体的な意味についてわかり ...,dx-consultant.co.jp,2026-07-02
"""IT人材営業"" ""粗利"" ""インセンティブ""",https://note.com/octoparse_japan/n/nf147fc2b3545,【2025年版】IT用語60選！今さら聞けない用語の意味を解説 ...,現在、私たちの生活やビジネスはテクノロジーの進化とともに大きく変化しています。IT業界では、次々と新しい用語やトレンドが登場し、それを理解し活用することが競争力を高める重要なポイントとなっています。しかし、これらの専門用語を初めて耳にする方にとっては、少し難解に ...,note.com,2026-07-02
"""IT人材営業"" ""粗利"" ""インセンティブ""",https://jbpress.ismedia.jp/category/it-news,IT最前線 | JBpress (ジェイビープレス),刻一刻と変化するITの世界。米国だけでなく世界中で起きている最新の情報を海外の有力メディアからピックアップし、この世界に詳しい筆者が ...,jbpress.ismedia.jp,2026-07-02
"""IT人材営業"" ""粗利"" ""インセンティブ""",https://wa3.i-3-i.info,「分かりそう」で「分からない」でも「分かった」気になれるIT ...,正確ではないけど何となく分かる、IT用語の意味を「ざっくりと」理解するためのIT用語辞典です。専門外の方でも理解しやすいように、初心者が分かりやすい表現を使うように心がけています。,wa3.i-3-i.info,2026-07-02
"""IT人材営業"" ""粗利"" ""インセンティブ""",https://xtech.nikkei.com/top/it,IT | 日経クロステック（xTECH）,日経クロステックの「IT」のページ。日経クロステックは、日経BPが運営するテクノロジーと経営にかかわる総合情報サイト ...,xtech.nikkei.com,2026-07-02
"""SES営業"" ""インセンティブ"" ""上限なし""",https://next.rikunabi.com/viewjob/jka5fcd5d5fb5ca70f,【SES営業】インセンティブに上限なし!『粗利の25%』を稼働中 ...,【SES営業】インセンティブに上限なし!『粗利の25%』を稼働中ずっと還元。 年収2000万円を目指すシニア営業。 株式会社エムアイメイズ 自社採用 東京都新宿区西新宿,next.rikunabi.com,2026-07-02
"""SES営業"" ""インセンティブ"" ""上限なし""",https://jp.indeed.com/q-ses-e-%e6%b1%82%e4%ba%ba.html,ses e の求人 - Indeed (インディード),"【SES営業】インセンティブに上限なし!『粗利の25%』を稼働中ずっと還元。 月収100万円以上を目指すシニア営業。 株式会社エムアイメイズ 東京都 新宿区 西新宿 年俸 240万円 ~ 1,800万円 正社員 Indeed で応募 30+日前",jp.indeed.com,2026-07-02
"""SES営業"" ""インセンティブ"" ""上限なし""",https://trust-jobs.com/job/13010-59477461,IT人材コーディネーター／SES営業／未経験者歓迎,主な作業内容 ・顧客への案件提案および要件ヒアリング ・エンジニアの選定・面談調整 ・契約書作成、請求業務 ・稼働中エンジニアのフォローアップ 入社後は、先輩社員と共に営業のノウハウ指導を受け営業活動の OJTをしていただきます。 （変更範囲：会社の定める業務）,trust-jobs.com,2026-07-02
"""SES営業"" ""インセンティブ"" ""上限なし""",https://townwork.net/company/810108688,株式会社エムアイメイズ 自社採用のアルバイト・バイト企業 ...,"【SES営業】インセンティブに上限なし!『粗利の25%』を稼働中ずっと還元。月収100万円以上を目指すシニア営業。 株式会社エムアイメイズ 年俸2,400,000円～18,000,000円",townwork.net,2026-07-02
"""SES営業"" ""インセンティブ"" ""上限なし""",https://doda.jp/DodaFront/View/CompanyJobs/j_id__10147326011,フランクアート株式会社 の求人・中途採用情報 − 転職ならdoda ...,／他社のSES営業と比較しても破格の、「上限なし」のインセンティブ設計を導入しています。 【仕組みのポイント】契約が続くほどインセンティブが積み上がっていくため、中長期的に安定して高い報酬を得られる仕組みです。 あなたが作った強固な顧客基盤が、そのままご自身の評価と給与に還元されます。 上限なしの「継続インセンティブ」あり！ IT開発支援におけるクライアントのパートナーとして活躍してみませんか？ ハイレベルな営業力を身につけられます。 当社はVodafone Japan（現SoftBank株式会社）開発本部出身の代表が立ち上げた企業です。,doda.jp,2026-07-02
"""SES営業"" ""インセンティブ"" ""上限なし""",https://doda.jp/DodaFront/View/CompanyJobs/j_id__10199813792,株式会社ネクストクリエーションズ の求人・中途採用情報 − ...,【前職給与を保証！ 】 月給25万円以上～上限なし＋残業代全額支給＋業績賞与 （例）実務経験3年：月給30万円以上 ※経験や能力、前職の給与を考慮して決定。 ※残業発生時は時間外手当を全額支給。 ※待機の期間でも100％給与支給します。,doda.jp,2026-07-02
"""SES営業"" ""インセンティブ"" ""上限なし""",https://hello-work.info/job/1211007092361,システム営業/SES営業/法人営業 株式会社ティー・エフ・シー ...,勤務地 (市町村名・駅など) キーワード (職種・社名など) くわしい条件 (給料・休日など)を指定する トップ システム営業 システム営業 千葉県 システム営業 千葉県大網白里市 株式会社 ティー・エフ・シー (12110-07092361),hello-work.info,2026-07-02
"""SES営業"" ""インセンティブ"" ""上限なし""",https://tenshoku-ex.jp/job_39959430,【日本インサイトテクノロジー株式会社】【業界未経験歓迎】IT ...,・大手SIer向けSES営業をやってみたい方、第2新卒、未経験者歓迎します。 業務詳細： ・IT営業業務／顧客ニーズのヒアリングとエンジニアの提案 ・大手SIer及び既存顧客への営業 配属先情報： 【営業本部】 ・部長6名、マネージャー1名、メンバー2名（計9名）,tenshoku-ex.jp,2026-07-02
"""SES営業"" ""インセンティブ"" ""上限なし""",https://tenshoku.mynavi.jp/sp/gyoukai0102,IT業界（ソフトウェア・情報処理）で営業職を募集している企業,月給25万6490円以上＋インセンティブ ※給与はあくまで最下限の金額です。,tenshoku.mynavi.jp,2026-07-02
"""SES営業"" ""インセンティブ"" ""上限なし""",https://paiza.jp/recruiters/7212,株式会社Lifの企業情報・エンジニア採用情報 | ITエンジニア向け ...,"業績に応じた決算賞与に加え、個人の成果を評価するインセンティブ制度があります。 キャリアアップのための学習支援として、会社指定の資格受験費用は上限なしで全額負担。 知識習得のための書籍購入代補助（月3,000円）も提供しています。",paiza.jp,2026-07-02
"""SES営業"" ""報酬設計"" ""粗利""",https://x.com/rasuku_net_com/status/2021769576435068979,"【SES業務委託エージェント募集】 月間案件数 40,000件 登録 ...",⸻ 水澤式メッセージ（熱量版） SES営業は構造理解が全て。 商流を読み、単価を読み、 粗利を積み上げられる人間だけが伸びる。 売上至上主義ではない。 “売上総利益至上主義”です。 月50万の粗利を積めない人は 600万は一生届かない。,x.com,2026-07-02
"""SES営業"" ""報酬設計"" ""粗利""",https://crowdworks.jp/public/jobs/13253690,【ストック型インセン／フルリモート】SES新規開拓営業｜決め ...,自社SES事業における法人新規開拓営業を、業務委託（完全成果報酬）でお願いできる方を募集します。 フルリモート・フルフレックスのため、本業や他案件の合間のスキマ時間で稼働いただけます。 成約したエンジニアが稼働している間は、 継続的に粗利の10%をお支払い するストック型の報酬設計です。 ※ 稼働時間は、自由です。 ※ 着手金・固定報酬はありません。 成果が出た分だけ、長く積み上がっていく報酬設計です。 ※ 未経験でも、強い新規開拓営業の経験や独自チャネルをお持ちの方はご相談ください。 まずはクラウドワークスより、ご応募ください。 内容を確認のうえ、オンライン面談（30分〜1時間程度）をご案内します。,crowdworks.jp,2026-07-02
"""SES営業"" ""報酬設計"" ""粗利""",https://tenshoku-ex.jp/job_40382025,【株式会社Lime】【未経験歓迎｜賃貸営業】OJT・研修あり ...,"SES営業／職業紹介営業／ノルマなし／BP800社の基盤あり／年収800万円可／基本... 株式会社イルミナ 給与 \粗利20%を""毎月""あなたの給与に上... 勤務地 東京都 気になる！ 企画営業*業界未経験歓迎*完全週休2日制&土日祝休み*既存8割*テレアポ・ノルマなし...",tenshoku-ex.jp,2026-07-02
"""SES営業"" ""報酬設計"" ""粗利""",https://type.jp/job-company/48708,株式会社イルミナの求人・中途採用－転職ならtype,SES営業にありがちな 「ノルマに追われて無理なマッチングをする」 「技術が分からないまま案件を右から左に流す」 といった課題に対し、 同社では売上ノルマを設けず、 粗利の20%を毎月還元するストック型の報酬制度を構築。,type.jp,2026-07-02
"""SES営業"" ""報酬設計"" ""粗利""",https://type.jp/job-1/1353492_detail,株式会社イルミナの転職・求人情報|開発エンジニア／経験3年 ...,SES営業にありがちな 「ノルマに追われて無理なマッチングをする」 「技術が分からないまま案件を右から左に流す」 といった課題に対し、 同社では売上ノルマを設けず、 粗利の20%を毎月還元するストック型の報酬制度を構築。,type.jp,2026-07-02
"""SES営業"" ""報酬設計"" ""粗利""",https://jp.indeed.com/q-%e8%97%a4%e5%92%8c%e6%88%90%e6%9e%9c-%e6%b1%82%e4%ba%ba.html,藤和成果の求人 | Indeed (インディード),【渋谷/SES営業リーダー】即戦力/AI×人材/年休120日 事業別責任者 DXHR株式会社 東京都 渋谷区 転勤なし健康保険あり厚生年金あり雇用保険あり労災保険あり固定時間制 年俸 600万円 ~ 700万円 正社員,jp.indeed.com,2026-07-02
"""SES営業"" ""報酬設計"" ""粗利""",https://type.jp/job-1/1353493_detail,株式会社イルミナの転職・求人情報|開発エンジニア／経験半年 ...,即戦力が力を発揮しやすい環境と言えるだろう。 設立以来の退職者が1名という定着率の高さも、 この報酬設計と営業環境の裏付けだ。 「稼ぎたい、でも誠実な営業がしたい」 そんな矛盾を抱えるSES営業経験者にこそ、 ピッタリな企業である。,type.jp,2026-07-02
"""SES"" ""営業"" ""粗利30%""",https://ma-navigator.com/projects,の事業承継・M&A(エムアンドエー)売却案件一覧 27件 -【M&A ...,"常時1,000件以上の案件を掲載し、中小企業の皆様の企業売却や事業買収をご支援しております。 M&A (エムアンドエー)とは？ M&Aとは、「Mergers and Acquisitions」の略で、企業の合併（Mergers）や買収（Acquisitions）を指します。 具体的には、以下のような場面で利用されます。 合併とは、2つ以上の会社が1つに統合されることを指します。 これにより、企業の資源を効率的に活用し、スケールメリットを得ることが目的です。 代表的な例としては、業務が重複している企業同士の統合などが挙げられます。 一方買収とは、一方の企業がもう一方の企業の株式や事業資産を取得し、経営権を掌握することです。",ma-navigator.com,2026-07-02
"""SES"" ""営業"" ""粗利40%""",https://anatanoconsultant.com/2025/08/19/%e4%bb%8a%e3%81%95%e3%82%89%e8%81%9e%e3%81%91%e3%81%aa%e3%81%84%e3%80%8cses%e3%80%8d%e3%81%a8%e3%81%af%ef%bc%9f%e6%b4%be%e9%81%a3%e3%82%84%e8%ab%8b%e8%b2%a0%e3%81%a8%e3%81%ae%e9%81%95%e3%81%84,今さら聞けない「SES」とは？派遣や請負との違いを世界一 ...,この「時間に対して対価が支払われる」という点が、SESを理解する上で非常に重要になります。 【徹底比較】SES・派遣・請負、何がどう違うの？ SESを正しく理解するために、よく混同されがちな「派遣」「請負」との違いをハッキリさせておきましょう。,anatanoconsultant.com,2026-07-02
"""SES"" ""営業"" ""粗利40%""",https://www.o-lineinc.jp/ses-guide,【完全版】SESとは？派遣・請負との違い、契約形態や注意点を ...,SESとは、エンジニアの技術力や作業時間を提供する契約形態のひとつです。 SESと派遣の最大の違いは「指揮命令権の所在」です。 派遣では派遣先企業がエンジニアに直接指示を出せますが、SESでは原則としてSES企業側が指揮命令を行います。,o-lineinc.jp,2026-07-02
"""SES"" ""営業"" ""粗利40%""",https://career.levtech.jp/guide/knowhow/article/211051,SESとは？仕事内容やSIerとの違い、働くメリット・デメリットを ...,SESは、クライアント企業に対してエンジニアの技術力や労働力を提供するサービスを指します。 この記事では、SESの仕事内容やSIerとの違い、働くメリット・デメリットを解説します。 SESが気になっている方は、ぜひ参考にしてください。,career.levtech.jp,2026-07-02
"""SES"" ""営業"" ""粗利40%""",https://miraie-group.jp/sees/article/detail/SES_IT_industry,IT業界のSESとは？派遣との違い、メリットとデメリットや指揮 ...,SESは、エンジニアリングのビジネスモデルの一つです。 エンジニアの技術力を提供することで対価を受け取る契約となります。 本記事では、SESの概要やメリット・デメリット、派遣や請負契約との違い、優良SES企業を選ぶポイントなどを紹介します。,miraie-group.jp,2026-07-02
"""SES"" ""営業"" ""粗利40%""",https://note.com/maco0411/n/ndf62e3840b72,SESと派遣の違いを完全解説！選ぶべき働き方とは｜Aldea M ...,SESと派遣の違いとは？ 基本から理解する2つの働き方 IT業界で働く方なら、SESと派遣という2つの働き方を耳にしたことがあるでしょう。 どちらも似ているようで実は大きな違いがあります。,note.com,2026-07-02
"""SES"" ""営業"" ""粗利40%""",https://note.com/hanyo_bob/n/nb84db9a4398a,IT業界の「SES・SIer・事業会社」の違いを完全理解する比較表 ...,SES・SIer・事業会社:それぞれの基本的な定義 まずは3つの企業形態について、基本的な定義から見ていきましょう。 SES (システムエンジニアリングサービス)とは? SESは 技術者を提供するサービス のビジネスモデルです。自社のエンジニアを他社のプロジェクトに派遣し、そこで技術提供を行い ...,note.com,2026-07-02
"""SES"" ""営業"" ""粗利40%""",https://ses-beginner.jp/ses-company-rankinglist,"SES企業の一覧リスト！SES・客先常駐の1,020社を紹介【随時 ...",SES企業を一覧でみたい！ 資本金とセットでSES会社の一覧をみたい！ 東京を中心に関東にあるSES企業を知りたい！ こういったニーズが多いため、 SES企業を一覧 でまとめました。 一覧のポイントは次の3つです。,ses-beginner.jp,2026-07-02
"""SES"" ""営業"" ""粗利40%""",https://bizdev-tech.jp/ses-ranking,【2026年最新】SES企業ランキング完全版｜大手・ベンチャー ...,2024年版SES企業を大手・ベンチャー別にランキング。 地域別案件の特徴・ブラック企業の見極め方・優良SES企業の選定基準を解説。 フリーランスエンジニアが高品質な案件環境を選ぶための判断材料として役立つ実践的なSES企業比較ガイドです。,bizdev-tech.jp,2026-07-02
"""SES"" ""営業"" ""粗利40%""",https://www.bold.ne.jp/engineer-club/ses,SES（システムエンジニアリングサービス）とは？派遣との違い ...,IT業界で働く人で、SESに対してネガティブな印象を持っている人が多いです。 実際契約形態が複数あり、契約内容と実態が異なっているケースもあります。 今回は、契約形態やグレーと言われる理由をわかりやすく解説します。,bold.ne.jp,2026-07-02
"""SES"" ""営業"" ""粗利40%""",https://goworkship.com/magazine/ses,SESとは？「やめとけ」と語られる理由をSES経験者が解説,SES契約と、派遣契約・請負契約・委任契約の違い 「SES契約」とは、正式には「準委任契約」と呼ばれる契約形態で行われます。 準委任契約は、労働力に対して報酬が払われる契約です。,goworkship.com,2026-07-02
"""SES"" ""営業"" ""粗利50%""",https://note.com/mendokusai_dev/n/nb3c2d0f776eb,Applied Materialsの“最高値更新→翌日8%安”AI装置株、SES ...,調整後EPSも過去最高の2.86ドルで、営業利益率は約32%に乗った。 『増収しても薄利』だった装置業が、粗利50%の高収益ビジネスに化けている。 会社は2026年の半導体装置事業を前年比+30%超に伸ばすと見込む。,note.com,2026-07-02
"""SES"" ""営業"" ""粗利50%""",https://jp.indeed.com/q-ses%e3%83%91%e3%83%bc%e3%83%88%e3%83%8a%e3%83%bc%e5%8b%9f%e9%9b%86-l-%e5%a4%a7%e9%98%aa%e5%ba%9c-%e6%b1%82%e4%ba%ba.html,sesパートナー募集の求人 - 大阪府 - Indeed (インディード),"大阪府のSesパートナー募集の求人は86件あります。営業, It営業, Itエンジニアなどの仕事・転職・アルバイト情報もまとめて検索。 本ページの情報は、第三者がIndeedへ投稿した内容に基づいています。実際の求人情報とは異なる場合もございますので、本ページの求人情報については雇用主へご ...",jp.indeed.com,2026-07-02
"""SES"" ""営業"" ""粗利50%""",https://jmty.jp/tokyo/job-sale,東京都の営業の正社員の求人情報｜ジモティー,【ジモティー】東京都の営業のが掲載されています。 東京都で営業のお仕事を探している方は、ぜひこちらのページで探してみてください。 ジモティーは地域別の掲示板なので、ここにしかない東京都の営業のが掲載されているかもしれません。,jmty.jp,2026-07-02
"""SES"" ""営業"" ""粗利60%""",https://xn--pckua2a7gp15o89zb.com/%E5%80%8B%E4%BA%BA%E4%BA%8B%E6%A5%AD%E4%B8%BB%E3%81%AE%E4%BB%95%E4%BA%8B-%E5%9C%A8%E5%AE%85,個人事業主の転職・求人情報 - 在宅｜求人ボックス,太陽光営業／粗利60%還元／完全歩合制／副業OK K.K168 在宅 月給30万円～130万円 業務委託 【仕事内容】自由に働いて、高歩合でしっかり稼ぎたい方へ/ 副業・フルコミ・ 個人事業主・ 営業経験者歓迎!/ 個人,xn--pckua2a7gp15o89zb.com,2026-07-02
"""SES"" ""営業"" ""粗利60%""",https://finance.biggo.jp/quote/3697.T/earnings-call/JP_3697.T_2026-04-14,SHIFT FY2026 Q2 決算説明会 — BigGo ファイナンス,シフト (3697.T) ウォッチリストに追加 617 JPY +3 0.49% 今日 取引終了： 6月26日 午後5:01 [東京·UTC+9] 概要 ‌ ニュース/発表 ‌ 決算説明会 ‌ 需給動向 ‌ 財務 ‌ 配当 ‌ 株主 企業情報 ‌ ‌ Podcast ‌ ETF構成銘柄 ‌ 転換社債 概要 ‌ ニュース/発表 ‌ 決算説明会 ‌ 需給動向 ‌ 財務 ‌ 配当 ‌ 株主 ...,finance.biggo.jp,2026-07-02
"""SES"" ""営業"" ""粗利20%""",https://type.jp/job-5/1353494_detail,株式会社イルミナの転職・求人情報|SES営業／職業紹介営業 ...,未経験歓迎 学歴不問 第二新卒OK ベテランOK 複数名採用 完全週休2日 休日120日 賞与複数月 上場企業 転勤なし 土日面接可 面接1回 案件が積み上がるほど毎月の手取りが増える。 BP800社×粗利20%毎月支給で年収800万円を狙うSES営業。 あなたが先月成約した案件。,type.jp,2026-07-02
"""SES"" ""営業"" ""粗利20%""",https://type.jp/job-company/48708,株式会社イルミナの求人・中途採用－転職ならtype,SES営業／職業紹介営業／ノルマなし／BP800社の基盤あり／年収800万円可／基本在宅／年休124日 案件が積み上がるほど毎月の手取りが増える。 BP800社×粗利20%毎月支給で年収800万円を狙うSES営業。 ... NEW 正社員 話を聞きたい応募可,type.jp,2026-07-02
"""SES"" ""営業"" ""粗利20%""",https://tenshoku-ex.jp/job_40173114,【株式会社Oriental Kingdom Group】【SES営業／管理職候補 ...,株式会社Oriental Kingdom Groupの【SES営業／管理職候補】グローバルな職場／服装自由／スピード感・裁量 【転職支援サービス求人】の契約社員求人はこちら。 [求人ID40173114]「掲載予定期間：2026/6/1 (月)〜2026/8/30 (日) 【SES営業／管理職候補】グローバルな職場／服装自由／スピード感・裁量 東京都 ...,tenshoku-ex.jp,2026-07-02
"""SES"" ""営業"" ""粗利20%""",https://tenshoku-ex.jp/job_40236803,【株式会社Belong】【オープンポジション】IT営業 伊藤忠商事 ...,掲載予定期間：2026/6/8 (月)〜2026/9/6 (日) 【オープンポジション】IT営業 伊藤忠商事グループ／デバイス・リユース市場 \伊藤忠商事G×海外展開×急成長中ベンチャー／中古スマホの買取・販売サイト『にこスマ』や法人向けサイト『belong one』等を運営／ 当社について： 株式会社Belongは、伊藤忠 ...,tenshoku-ex.jp,2026-07-02
"""SES"" ""営業"" ""粗利20%""",https://tenshoku-ex.jp/job_40176724,【株式会社トレタ】フィールドセールス 飲食店向けシステム ...,"SES営業／職業紹介営業／ノルマなし／BP800社の基盤あり／年収800万円可／基本... 株式会社イルミナ 給与 \粗利20%を""毎月""あなたの給与に上... 勤務地 東京都 気になる！ シール・文具を扱うルート営業／未経験大歓迎／土日祝休／年休123日／残業 ...",tenshoku-ex.jp,2026-07-02
"""SES"" ""営業"" ""粗利20%""",https://type.jp/job-condition/1002/94/spid6257,リモートワークOK！営業職求人特集－転職ならtype,SES営業／職業紹介営業／ノルマなし／BP800社の基盤あり／年収800万円可／基本在宅／年休124日 案件が積み上がるほど毎月の手取りが増える。 BP800社×粗利20%毎月支給で年収800万円を狙うSES営業。 ... 掲載終了予定日： 2026.07.23 求人を見る 検討中に入れる,type.jp,2026-07-02
"""SES"" ""営業"" ""粗利20%""",https://tenshoku-ex.jp/job_40229405,【株式会社SmartHR】【東京】フィールドセールス 登録数7万社 ...,"SES営業／職業紹介営業／ノルマなし／BP800社の基盤あり／年収800万円可／基本... 株式会社イルミナ 給与 \粗利20%を""毎月""あなたの給与に上... 勤務地 東京都 気になる！ 人材コンサルタント*未経験/第二新卒/ブランクOK*新規事業立ち上げメンバー*業績 ...",tenshoku-ex.jp,2026-07-02
"""SES"" ""営業"" ""粗利20%""",https://type.jp/job-industry/1/job-5,IT・通信業界 × 営業系の転職・求人情報を探す－転職ならtype,営業／SES案件のマッチング＆エンジニアのフォロー／IT業界未経験歓迎／インセンあり／残業月平均10h未満 「企業」と「エンジニア」をつなぐ架け橋に。 サポートで人の役に立つ喜びを味わいませんか？ ... 掲載終了予定日： 2026.07.23 求人を見る 検討中に ...,type.jp,2026-07-02
"""SES"" ""営業"" ""粗利20%""",https://tenshoku-ex.jp/job_40196377,【Sun Trinity合同会社】新規電源開発担当 住友商事×四国 ...,当社では「再生可能エネルギーで持続的発展が可能な社会の構築に貢献する」ことをミッションに掲げ、太陽光発電を主体とした再生可能エネルギーを需要家に届ける事業を展開しており、2030年までに累計1GWのオンサイト・オフサイトの分散型太陽光発電所の開発・保有を目指しています。 この求人に応募する 気になる！ ※経験・スキル等を考慮した上で決定いたします。 賃金はあくまでも目安の金額であり、選考を通じて上下する可能性があります。 月給 (月額)は固定手当を含めた表記です。 この求人に応募する 気になる！ 太陽光発電事業の事業者としての開発から契約締結、工事履行のご経験がある方。 特に特別高圧・高圧の屋根置き太陽光発電PPA案件やオフサイト特別高圧・高圧の太陽光発電PPA案件に従事したご経験がある方。,tenshoku-ex.jp,2026-07-02
